timestamp,open,high,low,close,volume
2025-08-04T09:15:00+05:30,1395.1,1404.7,1391.7,1404.5,374065
2025-08-04T09:20:00+05:30,1404.9,1406.2,1402.5,1404.9,153746
2025-08-04T09:25:00+05:30,1404.2,1407.6,1402.2,1404.0,91188
2025-08-04T09:30:00+05:30,1404.0,1404.9,1401.6,1402.2,54290
2025-08-04T09:35:00+05:30,1402.2,1404.4,1401.0,1404.2,55137
2025-08-04T09:40:00+05:30,1404.2,1405.3,1400.2,1400.4,77568
2025-08-04T09:45:00+05:30,1400.4,1402.0,1397.0,1402.0,102623
2025-08-04T09:50:00+05:30,1402.0,1405.1,1401.8,1403.8,68195
2025-08-04T09:55:00+05:30,1403.4,1405.2,1403.3,1404.5,61859
2025-08-04T10:00:00+05:30,1404.5,1407.2,1404.0,1406.9,75121
2025-08-04T10:05:00+05:30,1406.7,1409.0,1406.2,1408.4,84746
2025-08-04T10:10:00+05:30,1409.0,1409.5,1406.9,1408.8,73423
2025-08-04T10:15:00+05:30,1408.6,1410.0,1408.0,1408.2,94578
2025-08-04T10:20:00+05:30,1408.2,1411.9,1408.2,1410.2,90872
2025-08-04T10:25:00+05:30,1410.6,1411.6,1408.6,1410.1,78840
2025-08-04T10:30:00+05:30,1410.1,1413.0,1409.9,1412.9,90655
2025-08-04T10:35:00+05:30,1412.7,1412.7,1411.0,1412.5,77941
2025-08-04T10:40:00+05:30,1412.5,1414.0,1411.8,1412.5,100105
2025-08-04T10:45:00+05:30,1412.5,1414.2,1410.9,1412.1,93423
2025-08-04T10:50:00+05:30,1412.1,1412.7,1410.9,1412.2,56700
2025-08-04T10:55:00+05:30,1412.3,1412.5,1410.5,1411.4,50588
2025-08-04T11:00:00+05:30,1411.2,1413.9,1411.0,1413.3,65050
2025-08-04T11:05:00+05:30,1413.4,1414.0,1412.0,1413.3,52264
2025-08-04T11:10:00+05:30,1413.3,1413.5,1412.5,1413.3,48697
2025-08-04T11:15:00+05:30,1413.2,1414.7,1411.8,1412.4,60161
2025-08-04T11:20:00+05:30,1412.6,1413.8,1412.0,1412.6,42551
2025-08-04T11:25:00+05:30,1412.8,1413.5,1412.0,1412.5,41878
2025-08-04T11:30:00+05:30,1412.4,1413.4,1412.1,1412.8,42993
2025-08-04T11:35:00+05:30,1413.0,1414.2,1409.6,1411.5,106697
2025-08-04T11:40:00+05:30,1411.5,1412.5,1411.0,1412.3,38698
2025-08-04T11:45:00+05:30,1412.3,1412.3,1411.4,1411.9,34210
2025-08-04T11:50:00+05:30,1412.0,1412.4,1411.0,1412.3,34979
